publication_number,application_number,country_code,kind_code,application_kind,application_number_formatted,pct_number,family_id,spif_publication_number,spif_application_number,title_localized.text,title_localized.language,title_localized.truncated,abstract_localized.text,abstract_localized.language,abstract_localized.truncated,claims_localized.text,claims_localized.language,claims_localized.truncated,claims_localized_html.text,claims_localized_html.language,claims_localized_html.truncated,description_localized.text,description_localized.language,description_localized.truncated,description_localized_html.text,description_localized_html.language,description_localized_html.truncated,publication_date,filing_date,grant_date,priority_date,priority_claim.publication_number,priority_claim.application_number,priority_claim.npl_text,priority_claim.type,priority_claim.category,priority_claim.filing_date,inventor,inventor_harmonized.name,inventor_harmonized.country_code,assignee,assignee_harmonized.name,assignee_harmonized.country_code,examiner.name,examiner.department,examiner.level,uspc.code,uspc.inventive,uspc.first,uspc.tree,ipc.code,ipc.inventive,ipc.first,ipc.tree,cpc.code,cpc.inventive,cpc.first,cpc.tree,fi.code,fi.inventive,fi.first,fi.tree,fterm.code,fterm.inventive,fterm.first,fterm.tree,locarno.code,locarno.inventive,locarno.first,locarno.tree,citation.publication_number,citation.application_number,citation.npl_text,citation.type,citation.category,citation.filing_date,parent.publication_number,parent.application_number,parent.npl_text,parent.type,parent.category,parent.filing_date,child.publication_number,child.application_number,child.npl_text,child.type,child.category,child.filing_date,entity_status,art_unit
CN-218289728-U,CN-202222024556-U,CN,U,U,CN 202222024556,,84794035,CN218289728U,CN202222024556,Non-woven fabric paper tube mounting shaft,en,FALSE,"The utility model discloses a non-woven fabric paper tube mounting shaft, which comprises a shaft body and a plurality of mechanical expansion parts arranged in the shaft body; the mechanical expansion part comprises a base body, a rotating part arranged on the base body and a plurality of pushing pieces; the rotating piece rotates on the base body under the action of external force; the pushing piece is connected with the rotating piece and extends towards the periphery of the base body under the action of the rotating piece; the rotating piece is detachably connected with a fixed plate; the fixed plate offsets with the fiber container of cover on the axis body, and the machinery that is located the axis body rises the portion and can promote the fixed plate to make the fixed plate play with the similar effect of the key strip of inflatable shaft, realize carrying out the butt to the fiber container, thereby fix the fiber container the utility model discloses easy operation has, fixes spacing beneficial effect to the fiber container.",en,FALSE,,,,,,,,,,,,,20230113,20220729,20230113,20220729,,CN-202222024556-U,,,,20220729,LIN YOUHUA,LIN YOUHUA,,华昊无纺布有限公司,HWA HO NONWOVENS CO LTD,,,,,,,,,B65H18/02,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种无纺布纸筒安装轴,zh,FALSE,本实用新型公开了一种无纺布纸筒安装轴，其技术方案要点包括轴体以及设置于轴体内的机械涨部，所述机械涨部设置有若干个；所述机械涨部包括基体以及设置于基体上的转动件以及若干个推动件；所述转动件在外力作用下于基体上转动；所述推动件与转动件连接，在转动件的作用下向基体外周伸展；所述转动件可拆卸连接有固定板；所述固定板与套设在轴体上的纸筒相抵，位于轴体内的机械涨部可以对固定板进行推动，从而使得固定板起到与气涨轴的键条类似的效果，实现对纸筒进行抵接，从而对纸筒进行固定本实用新型具有操作简单，对纸筒固定限位的有益效果。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,Lin Youkuai,Lin Youkuai,,,,,,,,,,,,B65H19/30,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chen Zhanzhe,Chen Zhanzhe,,,,,,,,,,,,B65H75/24,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218289783-U,CN-202221819779-U,CN,U,U,CN 202221819779,,84789165,CN218289783U,CN202221819779,Film cutting machine convenient to go up unloading,en,FALSE,"The utility model discloses a film cutting machine convenient to go up unloading, including film cutting machine and a roll membrane section of thick bamboo, film cutting machine&#39;s feed inlet one side is equipped with the base, the baffle is all located, two to the both sides of base the equal activity in opposite directions of baffle is equipped with a set of connecting block, every group the equal sliding connection in end of connecting block connects, it is equipped with the spring to connect the terminal surface towards the baffle, the slot has all been seted up to the both sides of a roll membrane section of thick bamboo. The utility model discloses a after the slot butt joint of a roll membrane section of thick bamboo one side, promote again that roll membrane section of thick bamboo top moves and connects to the baffle displacement, has the certain distance when making the other end of a roll membrane section of thick bamboo and another connect the butt joint, through loosening a roll membrane section of thick bamboo at last, makes the spring move the joint in the top to the displacement of a loose roll membrane section of thick bamboo to make the other end and another joint of a roll membrane section of thick bamboo dock, made things convenient for an installation roll membrane section of thick bamboo.",en,FALSE,,,,,,,,,,,,,20230113,20220715,20230113,20220715,,CN-202221819779-U,,,,20220715,LIU YAO,LIU YAO,,东莞市东方彩色包装印刷有限公司,DONGGUAN DONGFANG COLOR PACKAGING PRINTING CO LTD,,,,,,,,,B65H19/30,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种便于上下料的切膜机,zh,FALSE,本实用新型公开了一种便于上下料的切膜机，包括切膜机和卷膜筒，所述切膜机的进料口一侧设有底座，所述底座的两侧均设于挡板，两个所述挡板的相向面均活动设有一组连接块，每组所述连接块的末端均滑动连接有接头，所述接头朝向挡板的端面设有弹簧，所述卷膜筒的两侧均开设有插槽。本实用新型通过卷膜筒一侧的插槽对接接头后，再推动卷膜筒顶动接头向挡板位移，使卷膜筒的另一端与另一个接头对接时存在一定距离，最后通过放松卷膜筒，使弹簧将顶动接头向松卷膜筒位移，从而使卷膜筒的另一端与另一个接头对接，方便了安装卷膜筒。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218290944-U,CN-202222252725-U,CN,U,U,CN 202222252725,,84811572,CN218290944U,CN202222252725,High-efficient temperature control device is used in lactic acid bacteria fermentation,en,FALSE,"The utility model relates to a lactobacillus fermentation technical field specifically is a high-efficient temperature control device is used in lactobacillus fermentation, including the temperature control device main part, temperature control device main part one side below is provided with first connecting plug and the second connecting plug that is used for data acquisition, one side that the temperature control device main part was kept away from to first connecting plug and second connecting plug is connected with first temperature sensor, second temperature sensor and heating device controller respectively, the equal fixed mounting in back left and right sides of temperature control device main part has the mounting panel, the battery is installed to one side that first connecting plug and second connecting plug were kept away from to the temperature control device main part, one side of battery is provided with the switch, through the high-efficient temperature control device is used in lactobacillus fermentation who sets up, has solved and has not installed the problem of temperature control device specially on the current lactobacillus fermentation device.",en,FALSE,,,,,,,,,,,,,20230113,20220825,20230113,20220825,,CN-202222252725-U,,,,20220825,ZHANG HAITANG,ZHANG HAITANG,,山东中成自然生物科技有限公司,SHANDONG ZHONGCHENG NATURAL BIOTECHNOLOGY CO LTD,,,,,,,,,C12M1/02,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种乳酸菌发酵用高效温控装置,zh,FALSE,本实用新型涉及乳酸菌发酵技术领域，具体为一种乳酸菌发酵用高效温控装置，包括温控装置主体，所述温控装置主体一侧下方设置有用于采集数据的第一连接插头和第二连接插头，所述第一连接插头和第二连接插头远离温控装置主体的一侧分别连接有第一温度传感器、第二温度传感器和加热装置控制器，所述温控装置主体的背部左右两侧均固定安装有安装板，所述温控装置主体远离第一连接插头和第二连接插头的一侧安装有蓄电池，所述蓄电池的一侧设置有开关，通过设置的一种乳酸菌发酵用高效温控装置，解决了现有的乳酸菌发酵装置上并没有专门安装温控装置的问题。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,ROH SAE-WEON,ROH SAE-WEON,,,,,,,,,,,,C12M1/34,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G08B21/18,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C12M1/38,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C12M1/00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218291645-U,CN-202221774132-U,CN,U,U,CN 202221774132,,84790743,CN218291645U,CN202221774132,Prefabricated assembled reinforced concrete apron culvert convenient to installation,en,FALSE,"The utility model discloses a prefabricated assembled reinforced concrete cover plate culvert convenient to installation relates to highway engineering technical field. The utility model discloses a U type frame, the both sides inner wall bottom of U type frame all is provided with the draw-in groove, and the inside of draw-in groove is provided with expansion assembly, and expansion assembly includes that clamp plate and sealed the pad, and the lower surface both sides edge of clamp plate all bonds sealed the pad, installs the apron body directly over the U type frame, and the installation component includes curb plate A and curb plate B, sets up relatively between curb plate A and the curb plate B. The utility model discloses an utilize installation component and expansion subassembly, it is rotatory and block in the below of flange to drive the cardboard under the elastic performance effect of torsional spring to make things convenient for staff&#39;s installation and dismantlement, work efficiency is high, and the apron body receives the cardboard restriction can avoid its altitude variation to arouse the accident, can play buffering and absorbing effect to the clamp plate under the elastic performance effect of rubber column and spring simultaneously, and can accelerate water velocity and volume.",en,FALSE,,,,,,,,,,,,,20230113,20220711,20230113,20220711,,CN-202221774132-U,,,,20220711,WANG YONGFA,WANG YONGFA,,青海第一路桥建设有限公司,QINGHAI NO 1 ROAD AND BRIDGE CONSTRUCTION CO LTD,,,,,,,,,E01F5/00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种便于安装的预制装配式钢筋混凝土盖板涵洞,zh,FALSE,本实用新型公开了一种便于安装的预制装配式钢筋混凝土盖板涵洞，涉及公路工程技术领域。本实用新型包括U型框，U型框的两侧内壁底部均设置有卡槽，卡槽的内部设置有扩张组件，扩张组件包括压板和密封垫，压板的下表面两侧边缘处均粘接有密封垫，U型框的正上方安装有盖板本体，安装组件包括侧板A和侧板B，侧板A和侧板B之间相对设置。本实用新型通过利用安装组件和扩张组件，在扭簧的弹性性能作用下带动卡板旋转并卡在凸板的下方，从而方便工作人员安装和拆卸，工作效率高，盖板本体受到卡板限制可避免其高度变化引起事故，同时在橡胶柱和弹簧的弹性性能作用下可对压板起到缓冲和减震的作用，且可以加快水流速度和体量。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,CHEN SHENGZHEN,CHEN SHENGZHEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jia Genxuan,Jia Genxuan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LI XIUCUI,LI XIUCUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA ZHIJIE,MA ZHIJIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XU WENDA,XU WENDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Long Sanlai,Long Sanlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218291758-U,CN-202222573366-U,CN,U,U,CN 202222573366,,84804312,CN218291758U,CN202222573366,Movable type grassland manure picking and collecting device for household pasture,en,FALSE,"The utility model discloses a mobile type grassland manure picking and collecting device for a household pasture, which comprises a traction frame, a traction vehicle body, a traction ring and an independent roller shaft, wherein the traction frame is provided with the traction ring, the traction frame is connected with the traction vehicle body through the traction ring, the traction frame is provided with the independent roller shaft, and the independent roller shaft is connected with an engine wheel shaft of the traction vehicle body; the beneficial effects of the utility model are that, this collection device is picked up with portable grassland excrement in family pasture, adopt to pull the automobile body and pull and remove, obtain the power unit output power who pulls the automobile body through other power component simultaneously, and then with power evenly distributed to circulating sieve sorting mechanism and crushing storage structure, thereby realized picking up the excrement and urine on the pasture and storing after smashing, the later stage recycle of being convenient for, not only pick up efficiently, work area is exponential order and increases, while simple structure is compact, the later maintenance of being convenient for.",en,FALSE,,,,,,,,,,,,,20230113,20220928,20230113,20220928,,CN-202222573366-U,,,,20220928,WANG QIANG,WANG QIANG,,中国农业科学院草原研究所,GRASSLAND RES INST CAAS,,,,,,,,,E01H1/00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,家庭牧场用移动式草原粪拾捡收集装置,zh,FALSE,本实用新型公开了家庭牧场用移动式草原粪拾捡收集装置，包括牵引架、牵引车体、牵引环以及独立辊轴，所述牵引架上设置有牵引环，所述牵引架通过牵引环与牵引车体连接，所述牵引架上设置有独立辊轴，所述独立辊轴与牵引车体的发动机轮轴连接；本实用新型的有益效果是，该家庭牧场用移动式草原粪拾捡收集装置，采用牵引车体牵引进行移动，同时通过旁支动力组件获得牵引车体的动力机构输出动力，进而将动力均匀分配给循环式筛拣机构以及粉碎储存结构，从而实现了将草场上的粪便进行捡拾到粉碎后进行储存，便于后期回收利用，不仅捡拾效率高，工作区域呈指数级增加，同时结构简单紧凑，便于后期维护。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,LI PING,LI PING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qian Zhengcheng,Qian Zhengcheng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WU RIHAN,WU RIHAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZHI RONG,ZHI RONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218291910-U,CN-202222154047-U,CN,U,U,CN 202222154047,,84796277,CN218291910U,CN202222154047,Reinforced structure of hydraulic reclamation soft soil foundation,en,FALSE,"The utility model discloses a reinforced structure of hydraulic reclamation weak soil foundation, including weak soil foundation and hard soil foundation, hard soil foundation is located the bottom of weak soil foundation, and the bottom that the weak soil foundation is close to hard soil foundation is provided with the concrete placement bottom plate, the top fixedly connected with drainage blanket of concrete placement bottom plate, the inner wall fixedly connected with lateral wall backup pad of drainage blanket, the bottom filling layer has been seted up to the inner wall of lateral wall backup pad, the top inner wall of bottom filling layer is provided with the grid board, the top of grid board is provided with down mattress layer, the top of lower mattress layer is provided with building grid layer. Form the support to the lateral wall through the lateral wall backup pad, the grid board at cooperation top, mattress pad layer, building grid layer and the cooperation of last mattress pad layer are used, support for meeting backfill layer formation to ensure the stability on backfill layer, form the support for the grid board through bottom filling layer and inside filler material cooperation concrete support column simultaneously, ensure the bulk strength and the stability of structure.",en,FALSE,,,,,,,,,,,,,20230113,20220816,20230113,20220816,,CN-202222154047-U,,,,20220816,ZHANG JINQUAN,ZHANG JINQUAN,,山东一众岩土工程有限公司,SHANDONG YIZHONG GEOTECHNICAL ENG CO LTD,,,,,,,,,E02D15/02,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
